Player,Team,Comp,Season,position_group,Age,Annual_Wages_EUR,efficiency_score,panel_efficiency,eff_difference
Kaoru Mitoma,Brighton,Premier League,2023-2024,Midfielders,26,4924135,0.2873281907696583,0.7163674794297137,0.4290392886600553
Kaoru Mitoma,Brighton,Premier League,2024-2025,Midfielders,27,4928548,0.0474153639236565,0.4764546525837119,0.4290392886600553
Tyrick Mitchell,Crystal Palace,Premier League,2023-2024,Midfielders,23,2462068,-0.1265642900025252,-3.461814225411142e-05,0.1265296718602711
Tyrick Mitchell,Crystal Palace,Premier League,2024-2025,Midfielders,24,2464274,-0.3902535831690539,-0.2637239113087828,0.1265296718602711
Fabio Miretti,Juventus,Serie A,2022-2023,Midfielders,18,560000,-0.3651459111706092,-0.8031410407370394,-0.4379951295664302
Fabio Miretti,Juventus,Serie A,2023-2024,Midfielders,19,1850000,0.5054612741509956,0.0674661445845654,-0.4379951295664301
Fabio Miretti,Genoa,Serie A,2024-2025,Midfielders,20,1850000,1.173670025718904,0.735674896152474,-0.4379951295664301
Aleksei Miranchuk,Torino,Serie A,2022-2023,Midfielders,26,2780000,0.3816322273265911,0.1315880788175629,-0.2500441485090281
Aleksei Miranchuk,Atalanta,Serie A,2023-2024,Midfielders,27,2780000,0.1184560696914651,-0.131588078817563,-0.2500441485090281
Óscar Mingueza,Celta Vigo,La Liga,2023-2024,Midfielders,24,1150000,-0.06298537586256,-0.204614201365225,-0.141628825502665
Óscar Mingueza,Celta Vigo,La Liga,2024-2025,Midfielders,25,1150000,-0.2256593437726604,-0.3672881692753253,-0.1416288255026649
Takumi Minamino,Monaco,Ligue 1,2022-2023,Midfielders,27,4600000,0.9321445465122462,0.3893038640789535,-0.5428406824332926
Takumi Minamino,Monaco,Ligue 1,2023-2024,Midfielders,28,4600000,0.3485638619527105,-0.1942768204805821,-0.5428406824332926
Takumi Minamino,Monaco,Ligue 1,2024-2025,Midfielders,29,4600000,0.3478136388349213,-0.1950270435983713,-0.5428406824332926
James Milner,Liverpool,Premier League,2022-2023,Midfielders,36,3626598,-0.4570944977205684,-0.5242851162871898,-0.0671906185666213
James Milner,Brighton,Premier League,2023-2024,Midfielders,37,3693101,0.221489084936941,0.1542984663703197,-0.0671906185666213
James Milner,Brighton,Premier League,2024-2025,Midfielders,38,3696411,0.3285802550307526,0.2613896364641313,-0.0671906185666212
Enzo Millot,Stuttgart,Bundesliga,2022-2023,Midfielders,20,300000,-0.0134964165082376,-0.1183171060887898,-0.1048206895805522
Enzo Millot,Stuttgart,Bundesliga,2023-2024,Midfielders,21,300000,-0.612810545432632,-0.7176312350131843,-0.1048206895805522
Enzo Millot,Stuttgart,Bundesliga,2024-2025,Midfielders,22,1890000,0.9407690306825264,0.8359483411019741,-0.1048206895805522
Pere Milla,Espanyol,La Liga,2024-2025,Midfielders,31,520000,-0.8684361527648292,-0.0680805735829395,0.8003555791818897
Luis Milla,Getafe,La Liga,2022-2023,Midfielders,27,780000,-0.2286259666235572,0.2624757031611971,0.4911016697847543
Luis Milla,Getafe,La Liga,2023-2024,Midfielders,28,780000,-0.4708645207335511,0.0202371490512032,0.4911016697847543
Luis Milla,Getafe,La Liga,2024-2025,Midfielders,29,780000,-0.7738145219971546,-0.2827128522124003,0.4911016697847543
Lewis Miley,Newcastle United,Premier League,2023-2024,Midfielders,17,307758,-0.9942882246519442,0.0236252945629615,1.0179135192149058
Lewis Miley,Newcastle United,Premier League,2024-2025,Midfielders,18,308034,-1.0415388137778674,-0.0236252945629615,1.0179135192149058
Thomas Meunier,Dortmund,Bundesliga,2022-2023,Midfielders,30,10000000,0.8270004898091159,0.0039759997619057,-0.8230244900472101
Junior Messias,Milan,Serie A,2022-2023,Midfielders,31,1850000,-1.0176756997976852,-1.1691000605449962,-0.1514243607473109
Junior Messias,Genoa,Serie A,2023-2024,Midfielders,32,3700000,0.8089212737081155,0.6574969129608045,-0.151424360747311
Junior Messias,Genoa,Serie A,2024-2025,Midfielders,33,3700000,0.6630275083315027,0.5116031475841917,-0.151424360747311
Quentin Merlin,Nantes,Ligue 1,2022-2023,Midfielders,20,70000,-1.544021464162194,-0.7272000611843275,0.8168214029778667
Quentin Merlin,Marseille,Ligue 1,2024-2025,Midfielders,22,1200000,-0.3597869187630085,0.4570344842148581,0.8168214029778667
Mikel Merino,Real Sociedad,La Liga,2022-2023,Midfielders,26,3200000,0.4502192067945625,0.2888021326516637,-0.1614170741428988
Mikel Merino,Real Sociedad,La Liga,2023-2024,Midfielders,27,3200000,0.2801791353616885,0.1187620612187896,-0.1614170741428988
Mikel Merino,Arsenal,Premier League,2024-2025,Midfielders,28,8008890,-0.2461471197275546,-0.4075641938704534,-0.1614170741428988
Gideon Mensah,Auxerre,Ligue 1,2022-2023,Midfielders,24,420000,0.311062858094596,0.0132205330384849,-0.297842325056111
Gideon Mensah,Auxerre,Ligue 1,2024-2025,Midfielders,26,750000,0.399501449378123,0.1016591243220119,-0.297842325056111
Nampalys Mendy,Leicester City,Premier League,2022-2023,Midfielders,30,3324382,0.1455147344655323,-0.1808167014174717,-0.326331435883004
Nampalys Mendy,Lens,Ligue 1,2024-2025,Midfielders,32,1300000,0.5071481373004758,0.1808167014174717,-0.326331435883004
Benjamin Mendy,Lorient,Ligue 1,2023-2024,Midfielders,29,3750000,1.497605512920181,-0.062302347879001,-1.559907860799182
Batista Mendy,Angers,Ligue 1,2022-2023,Midfielders,22,550000,0.7004656671571912,-0.0348140926613611,-0.7352797598185523
Antoine Mendy,Nice,Ligue 1,2024-2025,Midfielders,20,120000,-0.9712188338767104,-0.0882152004291092,0.8830036334476011
Brais Méndez,Real Sociedad,La Liga,2022-2023,Midfielders,25,2200000,0.1184491627186847,0.155857122693522,0.0374079599748373
Brais Méndez,Real Sociedad,La Liga,2023-2024,Midfielders,26,2200000,-0.1232907532525331,-0.0858827932776957,0.0374079599748373
Brais Méndez,Real Sociedad,La Liga,2024-2025,Midfielders,27,2200000,-0.1073822893906637,-0.0699743294158263,0.0374079599748373
Thiago Mendes,Lyon,Ligue 1,2022-2023,Midfielders,30,3600000,0.0664031549338517,-0.2711010712733178,-0.3375042262071694
Nuno Mendes,Paris Saint-Germain,Ligue 1,2022-2023,Midfielders,20,1440000,-0.6125706814353951,0.1698182383282218,0.7823889197636169
Arthur Melo,Fiorentina,Serie A,2023-2024,Midfielders,26,3210000,0.3009035799551345,-0.7505183662848549,-1.0514219462399894
Arthur Melo,Girona,La Liga,2024-2025,Midfielders,27,6410000,1.801940312524844,0.7505183662848547,-1.0514219462399894
Gonzalo Melero,Almería,La Liga,2022-2023,Midfielders,28,540000,-0.3663190155581226,0.0124086113257773,0.3787276268838999
Gonzalo Melero,Almería,La Liga,2023-2024,Midfielders,29,540000,-0.3911362382096772,-0.0124086113257773,0.3787276268838999
Farid El Melali,Angers,Ligue 1,2022-2023,Midfielders,25,290000,-0.1198486912356102,0.109259790306444,0.2291084815420543
Farid El Melali,Angers,Ligue 1,2024-2025,Midfielders,27,420000,-0.5292752895632429,-0.3001668080211885,0.2291084815420543
Gary Medel,Bologna,Serie A,2022-2023,Midfielders,34,1920000,0.1534490677056865,-0.1375868006988137,-0.2910358684045002
Scott McTominay,Manchester Utd,Premier League,2022-2023,Midfielders,25,3626598,-0.3612601457892062,0.2477204495464233,0.6089805953356295
Scott McTominay,Manchester Utd,Premier League,2023-2024,Midfielders,26,3693101,-0.8567010448820529,-0.2477204495464233,0.6089805953356295
Dwight McNeil,Everton,Premier League,2022-2023,Midfielders,22,1511083,-0.4229441089576529,0.2759629057426398,0.6989070147002927
Dwight McNeil,Everton,Premier League,2023-2024,Midfielders,23,1538792,-0.7982345584774873,-0.0993275437771945,0.6989070147002927
Dwight McNeil,Everton,Premier League,2024-2025,Midfielders,24,1540171,-0.875542376665738,-0.1766353619654452,0.6989070147002927
Weston McKennie,Juventus,Serie A,2023-2024,Midfielders,24,3210000,-0.0938351495670311,0.1147694855244125,0.2086046350914436
Weston McKennie,Juventus,Serie A,2024-2025,Midfielders,25,3210000,-0.2418841432208953,-0.0332795081294516,0.2086046350914436
John McGinn,Aston Villa,Premier League,2023-2024,Midfielders,28,7386203,-0.1809255579003785,-0.0040679365535751,0.1768576213468033
John McGinn,Aston Villa,Premier League,2024-2025,Midfielders,29,7392822,-0.1727896847932282,0.0040679365535751,0.1768576213468033
Bryan Mbeumo,Brentford,Premier League,2024-2025,Midfielders,24,2772308,0.1089397877524476,-0.4074200902806032,-0.5163598780330508
Joakim Mæhle,Atalanta,Serie A,2022-2023,Midfielders,25,1280000,-0.0966387973270634,0.1312041087512764,0.2278429060783398
Joakim Mæhle,Wolfsburg,Bundesliga,2023-2024,Midfielders,26,1900000,-0.3948413947714453,-0.1669984886931054,0.2278429060783398
Joakim Mæhle,Wolfsburg,Bundesliga,2024-2025,Midfielders,27,1900000,-0.5738292676695487,-0.3459863615912087,0.2278429060783399
Pasquale Mazzocchi,Salernitana,Serie A,2022-2023,Midfielders,27,300000,-1.1537704486868368,-0.4443568661334437,0.709413582553393
Pasquale Mazzocchi,Napoli,Serie A,2024-2025,Midfielders,29,1850000,-0.4729420788856089,0.2364715036677841,0.709413582553393
Luca Mazzitelli,Frosinone,Serie A,2023-2024,Midfielders,27,2590000,0.8372008774489501,0.0748276776410836,-0.7623731998078664
Luca Mazzitelli,Como,Serie A,2024-2025,Midfielders,28,2590000,0.6875455221667828,-0.0748276776410836,-0.7623731998078664
Noussair Mazraoui,Manchester Utd,Premier League,2024-2025,Midfielders,26,8316925,-0.0282157421176307,-0.0593589218483873,-0.0311431797307566
Eric Maxim Choupo-Moting,Bayern Munich,Bundesliga,2023-2024,Midfielders,34,7000000,-0.8946775118896664,-0.2361450660426927,0.6585324458469737
Philipp Max,Eintracht Frankfurt,Bundesliga,2023-2024,Midfielders,29,1990000,0.0611562563389345,-0.1538407727592483,-0.2149970290981828
Christian Mawissa,Toulouse,Ligue 1,2023-2024,Midfielders,18,130000,0.4085189572361454,0.3500074442414244,-0.0585115129947209
Stephy Mavididi,Montpellier,Ligue 1,2022-2023,Midfielders,24,500000,0.1861923582899969,0.9810319196360836,0.7948395613460866
Stephy Mavididi,Leicester City,Premier League,2024-2025,Midfielders,26,616068,-1.77587148098217,-0.9810319196360836,0.7948395613460866
Azor Matusiwa,Reims,Ligue 1,2022-2023,Midfielders,24,720000,0.4579842938598819,0.3871939240912363,-0.0707903697686455
Azor Matusiwa,Rennes,Ligue 1,2024-2025,Midfielders,26,1300000,-0.3164035543225907,-0.3871939240912363,-0.0707903697686456
Alan Matturro,Genoa,Serie A,2023-2024,Midfielders,18,510000,0.8192991506388534,0.0758796737631612,-0.7434194768756921
Nemanja Matić,Roma,Serie A,2022-2023,Midfielders,33,5130000,0.2639326464180112,-0.0834004222905102,-0.3473330687085214
Nemanja Matić,Lyon,Ligue 1,2024-2025,Midfielders,35,6000000,0.4307334909990317,0.0834004222905102,-0.3473330687085214
Eliot Matazo,Monaco,Ligue 1,2022-2023,Midfielders,20,40000,-2.55796465770322,-0.3741047975351677,2.1838598601680523
Eliot Matazo,Monaco,Ligue 1,2023-2024,Midfielders,21,120000,-1.8097550626328849,0.3741047975351674,2.1838598601680523
Pape Matar Sarr,Tottenham Hotspur,Premier League,2022-2023,Midfielders,19,604433,-0.7115299779831386,-0.7549406738729575,-0.0434106958898189
Pape Matar Sarr,Tottenham Hotspur,Premier League,2023-2024,Midfielders,20,4308618,0.5369214824465978,0.4935107865567787,-0.0434106958898189
Pape Matar Sarr,Tottenham Hotspur,Premier League,2024-2025,Midfielders,21,4312479,0.3048405832059977,0.2614298873161787,-0.0434106958898189
Jaime Mata,Las Palmas,La Liga,2024-2025,Midfielders,35,1560000,0.5662825193820318,0.1524841929424845,-0.4137983264395473
Clinton Mata,Lyon,Ligue 1,2023-2024,Midfielders,30,1100000,-1.337848148795194,-0.3951887776857775,0.9426593711094166
Erhan Mašović,Bochum,Bundesliga,2022-2023,Midfielders,23,640000,0.5142226376623817,-0.081848177562492,-0.5960708152248738
Erhan Mašović,Bochum,Bundesliga,2023-2024,Midfielders,24,1200000,0.8340593323109857,0.2379885170861119,-0.5960708152248738
Erhan Mašović,Bochum,Bundesliga,2024-2025,Midfielders,25,1200000,0.8310768748111759,0.235006059586302,-0.5960708152248738
Adam Masina,Udinese,Serie A,2022-2023,Midfielders,28,1150000,0.7545949219297139,0.5844537395026603,-0.1701411824270535
Omar Mascarell,Elche,La Liga,2022-2023,Midfielders,29,820000,0.4066847666565838,0.1712916666914678,-0.2353930999651159
Omar Mascarell,Mallorca,La Liga,2023-2024,Midfielders,30,820000,-0.0826170575587372,-0.3180101575238531,-0.2353930999651159
Omar Mascarell,Mallorca,La Liga,2024-2025,Midfielders,31,820000,-0.2260684595255977,-0.4614615594907136,-0.2353930999651159
Adam Marušić,Lazio,Serie A,2023-2024,Midfielders,30,1670000,-0.981421286141904,-0.3653057124516383,0.6161155736902657
Arnau Martinez,Girona,La Liga,2024-2025,Midfielders,21,1240000,0.7876486221154178,0.1100099269077601,-0.6776386952076576
Jonas Martin,Lille,Ligue 1,2022-2023,Midfielders,32,900000,-0.187842490950489,-0.1722318861034963,0.0156106048469926
Jonas Martin,Brest,Ligue 1,2023-2024,Midfielders,33,800000,0.0296270199990988,0.0452376248460914,0.0156106048469926
Jonas Martin,Brest,Ligue 1,2024-2025,Midfielders,34,800000,0.1113836564104122,0.1269942612574048,0.0156106048469926
Iván Martín,Girona,La Liga,2022-2023,Midfielders,23,350000,-0.5466712471712523,-0.3887545856704429,0.1579166615008093
Iván Martín,Girona,La Liga,2023-2024,Midfielders,24,550000,-0.4973831748716879,-0.3394665133708786,0.1579166615008093
Iván Martín,Girona,La Liga,2024-2025,Midfielders,25,1660000,0.5703044375405124,0.7282210990413217,0.1579166615008093
Aarón Martín,Mainz 05,Bundesliga,2022-2023,Midfielders,25,2000000,0.9987109464029889,0.6851978857345692,-0.3135130606684196
Aarón Martín,Genoa,Serie A,2023-2024,Midfielders,26,1280000,0.08789615773596,-0.2256169029324596,-0.3135130606684196
Aarón Martín,Genoa,Serie A,2024-2025,Midfielders,27,1280000,-0.3424495360426061,-0.6559625967110257,-0.3135130606684196
Eric Martel,Köln,Bundesliga,2022-2023,Midfielders,20,270000,0.0572879729775124,0.207709010394085,0.1504210374165726
Eric Martel,Köln,Bundesliga,2023-2024,Midfielders,21,270000,-0.3581300478106577,-0.207709010394085,0.1504210374165726
Răzvan Marin,Empoli,Serie A,2022-2023,Midfielders,26,1280000,0.2329328266162136,0.1154004272230467,-0.1175323993931668
Răzvan Marin,Empoli,Serie A,2023-2024,Midfielders,27,1280000,0.1095118912358952,-0.0080205081572716,-0.1175323993931668
Răzvan Marin,Cagliari,Serie A,2024-2025,Midfielders,28,1280000,0.0101524803273918,-0.107379919065775,-0.1175323993931668
Solly March,Brighton,Premier League,2022-2023,Midfielders,28,3022165,-0.4169352204021024,-0.2429989812374127,0.1739362391646896
Solly March,Brighton,Premier League,2023-2024,Midfielders,29,3077584,-0.2102965255403237,-0.036360286375634,0.1739362391646896
Solly March,Brighton,Premier League,2024-2025,Midfielders,30,3080342,-0.0574640474588772,0.1164721917058124,0.1739362391646896
Faitout Maouassa,Montpellier,Ligue 1,2022-2023,Midfielders,24,270000,-0.4270630352908053,-0.178942784549917,0.2481202507408882
Javier Manquillo,Celta Vigo,La Liga,2023-2024,Midfielders,29,2154309,0.5365298670376131,0.282836727888597,-0.253693139149016
Ryan Manning,Southampton,Premier League,2024-2025,Midfielders,28,924103,-1.3434239886340062,-0.260190093159121,1.0832338954748852
Rolando Mandragora,Fiorentina,Serie A,2022-2023,Midfielders,25,2960000,0.503325582313856,0.2762425154475748,-0.2270830668662812
Rolando Mandragora,Fiorentina,Serie A,2023-2024,Midfielders,26,2960000,0.21055193027086,-0.0165311365954211,-0.2270830668662811
Rolando Mandragora,Fiorentina,Serie A,2024-2025,Midfielders,27,2960000,-0.0326283119858725,-0.2597113788521537,-0.2270830668662811
Reinildo Mandava,Atlético Madrid,La Liga,2024-2025,Midfielders,30,800000,-1.7631436486233252,-0.2397399090676213,1.523403739555704
Wilson Manafá,Granada,La Liga,2023-2024,Midfielders,29,620000,-0.0847761668275524,0.037061524998906,0.1218376918264585
Ruslan Malinovskyi,Genoa,Serie A,2023-2024,Midfielders,30,1280000,-0.3310135053679897,-0.0587334197029356,0.272280085665054
Ruslan Malinovskyi,Genoa,Serie A,2024-2025,Midfielders,31,1280000,-0.2135466659621183,0.0587334197029357,0.272280085665054
Donyell Malen,Dortmund,Bundesliga,2022-2023,Midfielders,23,4500000,0.0269029409490642,-0.0221193735040001,-0.0490223144530643
Donyell Malen,Dortmund,Bundesliga,2023-2024,Midfielders,24,6000000,0.0711416879570645,0.0221193735040001,-0.0490223144530643
Tyrell Malacia,Manchester Utd,Premier League,2024-2025,Midfielders,24,4620514,0.0657129060579695,-0.0265690358411622,-0.0922819418991318
Nemanja Maksimović,Getafe,La Liga,2022-2023,Midfielders,27,2080000,0.7397791746806188,0.217140637976346,-0.5226385367042727
Nemanja Maksimović,Getafe,La Liga,2023-2024,Midfielders,28,2080000,0.3054978987279266,-0.2171406379763461,-0.5226385367042727
Antoine Makoumbou,Cagliari,Serie A,2023-2024,Midfielders,25,940000,-0.0309364233225934,0.059847274898118,0.0907836982207114
Antoine Makoumbou,Cagliari,Serie A,2024-2025,Midfielders,26,940000,-0.1506309731188295,-0.059847274898118,0.0907836982207114
Jordy Makengo,Freiburg,Bundesliga,2023-2024,Midfielders,21,160000,-0.3756052259318085,-0.048099743849009,0.3275054820827995
Lovro Majer,Rennes,Ligue 1,2022-2023,Midfielders,24,1560000,0.2745953344296037,-0.1155911224154389,-0.3901864568450426
Lovro Majer,Wolfsburg,Bundesliga,2024-2025,Midfielders,26,4720000,0.5057775792604815,0.1155911224154389,-0.3901864568450426
Ainsley Maitland-Niles,Southampton,Premier League,2022-2023,Midfielders,24,2115516,0.2019047740620241,0.0667219985071586,-0.1351827755548654
Ainsley Maitland-Niles,Lyon,Ligue 1,2023-2024,Midfielders,25,2200000,-0.1563343398240881,-0.2915171153789535,-0.1351827755548654
Ainsley Maitland-Niles,Lyon,Ligue 1,2024-2025,Midfielders,26,2200000,-0.3237441804012722,-0.4589269559561376,-0.1351827755548654
Kobbie Mainoo,Manchester Utd,Premier League,2023-2024,Midfielders,18,615517,-1.0316059099834425,-0.2190913055078748,0.8125146044755677
Kobbie Mainoo,Manchester Utd,Premier League,2024-2025,Midfielders,19,1232137,-0.5934232989676929,0.2190913055078748,0.8125146044755677
Linton Maina,Köln,Bundesliga,2022-2023,Midfielders,23,360000,-0.4047368036717813,0.0987345123569821,0.5034713160287634
Linton Maina,Köln,Bundesliga,2023-2024,Midfielders,24,360000,-0.6022058283857454,-0.098734512356982,0.5034713160287634
Arne Maier,Augsburg,Bundesliga,2022-2023,Midfielders,23,1000000,0.446602428448994,0.0868895193421218,-0.3597129091068722
Arne Maier,Augsburg,Bundesliga,2023-2024,Midfielders,24,1000000,0.2652318611580515,-0.0944810479488207,-0.3597129091068722
Arne Maier,Augsburg,Bundesliga,2024-2025,Midfielders,25,1230000,0.367304437713571,0.0075915286066988,-0.3597129091068722
Yohann Magnin,Clermont Foot,Ligue 1,2022-2023,Midfielders,25,180000,-0.2650294858896256,0.0874518818334069,0.3524813677230325
Yohann Magnin,Clermont Foot,Ligue 1,2023-2024,Midfielders,26,180000,-0.4399332495564394,-0.0874518818334069,0.3524813677230325
Hugo Magnetti,Brest,Ligue 1,2022-2023,Midfielders,24,50000,-2.1773920264257107,-1.4197039947454262,0.7576880316802845
Hugo Magnetti,Brest,Ligue 1,2023-2024,Midfielders,25,540000,-0.2010402314091415,0.5566478002711429,0.7576880316802844
Hugo Magnetti,Brest,Ligue 1,2024-2025,Midfielders,26,820000,0.105368162793999,0.8630561944742834,0.7576880316802844
Giulio Maggiore,Salernitana,Serie A,2022-2023,Midfielders,24,1850000,1.2323675302248205,0.2476495763336066,-0.984717953891214
Giulio Maggiore,Salernitana,Serie A,2023-2024,Midfielders,25,1850000,0.7370683775576072,-0.2476495763336066,-0.984717953891214
Soungoutou Magassa,Monaco,Ligue 1,2024-2025,Midfielders,20,690000,0.0655987849498558,0.4048429713594039,0.3392441864095481
