Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
Newcastle United,Sean Longstaff,ENG,MF,24.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",
Wolfsburg,Sebastiaan Bornauw,BEL,DF,23.0,"€ 35,192 (£ 30,276, $38,481)","€ 1,830,000 (£ 1,574,368, $2,001,033)",Unverified estimation
Köln,Sebastian Andersson,SWE,CF,31.0,"€ 17,115 (£ 14,725, $18,715)","€ 890,000 (£ 765,676, $973,180)",Unverified estimation
Schalke 04,Sebastian Polter,GER,FW,31.0,"€ 21,923 (£ 18,861, $23,972)","€ 1,140,000 (£ 980,754, $1,246,545)",Unverified estimation
Eintracht Frankfurt,Sebastian Rode,GER,MF,31.0,"€ 40,385 (£ 34,743, $44,159)","€ 2,100,000 (£ 1,806,652, $2,296,267)",Unverified estimation
Hoffenheim,Sebastian Rudy,GER,MF,32.0,"€ 84,615 (£ 72,796, $92,524)","€ 4,400,000 (£ 3,785,366, $4,811,227)",Unverified estimation
Empoli,Sebastian Walukiewicz,POL,DF,22.0,"€ 7,308 (£ 6,287, $7,991)","€ 380,000 (£ 326,918, $415,515)",
Empoli,Sebastiano Luperto,ITA,DF,25.0,"€ 46,346 (£ 39,872, $50,678)","€ 2,410,000 (£ 2,073,348, $2,635,240)",
Lens,Seko Fofana,CIV,MF,27.0,"€ 34,615 (£ 29,780, $37,851)","€ 1,800,000 (£ 1,548,559, $1,968,229)",Unverified estimation
Southampton,Sekou Mara,FRA,FW,20.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Schalke 04,Sepp van den Berg,NED,DF,20.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",Unverified estimation
Nottingham Forest,Serge Aurier,CIV,"DF,MF",29.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Bayern Munich,Serge Gnabry,GER,"FW,MF",27.0,"€ 362,885 (£ 312,193, $396,800)","€ 18,870,000 (£ 16,234,056, $20,633,602)",
Lazio,Sergej Milinković-Savić,SRB,MF,27.0,"€ 114,038 (£ 98,108, $124,697)","€ 5,930,000 (£ 5,101,640, $6,484,221)",
Brentford,Sergi Canós,ESP,"FW,MF",25.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Espanyol,Sergi Darder,ESP,MF,28.0,"€ 36,538 (£ 31,434, $39,953)","€ 1,900,000 (£ 1,634,590, $2,077,575)",Unverified estimation
Valladolid,Sergi Guardiola,ESP,FW,31.0,"€ 7,500 (£ 6,452, $8,201)","€ 390,000 (£ 335,521, $426,450)",Unverified estimation
Espanyol,Sergi Gómez,ESP,DF,30.0,"€ 23,077 (£ 19,853, $25,234)","€ 1,200,000 (£ 1,032,372, $1,312,153)",
Barcelona,Sergi Roberto,ESP,DF,30.0,"€ 96,154 (£ 82,722, $105,140)","€ 5,000,000 (£ 4,301,552, $5,467,303)",
Almería,Sergio Akieme,ESP,DF,24.0,"€ 3,269 (£ 2,813, $3,575)","€ 170,000 (£ 146,253, $185,888)",Unverified estimation
Valladolid,Sergio Asenjo,ESP,GK,33.0,"€ 20,000 (£ 17,206, $21,869)","€ 1,040,000 (£ 894,723, $1,137,199)",Unverified estimation
Barcelona,Sergio Busquets,ESP,MF,34.0,"€ 461,538 (£ 397,066, $504,674)","€ 24,000,000 (£ 20,647,448, $26,243,054)",
Rayo Vallecano,Sergio Camello,ESP,FW,21.0,"€ 8,846 (£ 7,610, $9,673)","€ 460,000 (£ 395,743, $502,992)",Unverified estimation
Real Betis,Sergio Canales,ESP,MF,31.0,"€ 30,769 (£ 26,471, $33,645)","€ 1,600,000 (£ 1,376,497, $1,749,537)",
Valladolid,Sergio Escudero,ESP,"DF,MF",32.0,"€ 15,000 (£ 12,905, $16,402)","€ 780,000 (£ 671,042, $852,899)",Unverified estimation
Manchester City,Sergio Gómez,ESP,DF,21.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Osasuna,Sergio Herrera,ESP,GK,29.0,"€ 18,269 (£ 15,717, $19,977)","€ 950,000 (£ 817,295, $1,038,788)",Unverified estimation
Valladolid,Sergio León,ESP,FW,33.0,"€ 19,231 (£ 16,544, $21,028)","€ 1,000,000 (£ 860,310, $1,093,461)",Unverified estimation
Paris Saint-Germain,Sergio Ramos,ESP,DF,36.0,"€ 209,615 (£ 180,334, $229,206)","€ 10,900,000 (£ 9,377,383, $11,918,721)",
Atlético Madrid,Sergio Reguilón,ESP,"DF,MF",25.0,"€ 61,346 (£ 52,777, $67,080)","€ 3,190,000 (£ 2,744,390, $3,488,139)",
Paris Saint-Germain,Sergio Rico,ESP,GK,28.0,"€ 39,423 (£ 33,916, $43,108)","€ 2,050,000 (£ 1,763,636, $2,241,594)",Unverified estimation
Milan,Sergiño Dest,USA,DF,21.0,"€ 115,385 (£ 99,267, $126,169)","€ 6,000,000 (£ 5,161,862, $6,560,764)",
Stuttgart,Serhou Guirassy,GUI,FW,26.0,"€ 41,538 (£ 35,736, $45,421)","€ 2,160,000 (£ 1,858,270, $2,361,875)",
Brentford,Shandon Baptiste,GRN,MF,24.0,"£ 15,000 (€ 17,436, $19,065)","£ 780,000 (€ 906,650, $991,386)",Unverified estimation
Fulham,Shane Duffy,IRL,"DF,MF",30.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",
Union Berlin,Sheraldo Becker,SUR,"FW,MF",27.0,"€ 10,000 (£ 8,603, $10,935)","€ 520,000 (£ 447,361, $568,600)",Unverified estimation
Manchester Utd,Shola Shoretire,ENG,"FW,MF",18.0,"£ 5,000 (€ 5,812, $6,355)","£ 260,000 (€ 302,217, $330,462)",Unverified estimation
Valladolid,Shon Weissman,ISR,FW,26.0,"€ 5,577 (£ 4,798, $6,098)","€ 290,000 (£ 249,490, $317,104)",Unverified estimation
Stuttgart,Silas Katompa,COD,"FW,MF",23.0,"€ 10,769 (£ 9,265, $11,776)","€ 560,000 (£ 481,774, $612,338)",Unverified estimation
Mainz 05,Silvan Widmer,SUI,"MF,DF",29.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",Unverified estimation
Bochum,Silvère Ganvoula M'Boussy,CGO,FW,26.0,"€ 4,423 (£ 3,805, $4,836)","€ 230,000 (£ 197,871, $251,496)",Unverified estimation
Milan,Simon Kjær,DEN,DF,33.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",
Marseille,Simon Ngapandouetnbu,CMR,GK,19.0,"€ 1,538 (£ 1,324, $1,682)","€ 80,000 (£ 68,825, $87,477)",Unverified estimation
Schalke 04,Simon Terodde,GER,FW,34.0,"€ 73,654 (£ 63,365, $80,538)","€ 3,830,000 (£ 3,294,989, $4,187,954)",Unverified estimation
Bochum,Simon Zoller,GER,"FW,MF",31.0,"€ 8,462 (£ 7,280, $9,252)","€ 440,000 (£ 378,537, $481,123)",Unverified estimation
Spezia,Simone Bastoni,ITA,"MF,DF",25.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",
Torino,Simone Edera,ITA,MF,25.0,"€ 14,231 (£ 12,243, $15,561)","€ 740,000 (£ 636,630, $809,161)",
Atalanta,Simone Muratore,ITA,,24.0,"€ 712 (£ 612, $778)","€ 37,000 (£ 31,831, $40,458)",Unverified estimation
Udinese,Simone Pafundi,,,16.0,"€ 1,077 (£ 926, $1,178)","€ 56,000 (£ 48,177, $61,234)",Unverified estimation
Hellas Verona,Simone Perilli,ITA,GK,27.0,"€ 8,846 (£ 7,610, $9,673)","€ 460,000 (£ 395,743, $502,992)",Unverified estimation
Lecce,Simone Romagnoli,ITA,DF,32.0,"€ 17,885 (£ 15,386, $19,556)","€ 930,000 (£ 800,089, $1,016,918)",Unverified estimation
Sampdoria,Simone Trimboli,ITA,MF,20.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Hellas Verona,Simone Verdi,ITA,"MF,FW",30.0,"€ 60,577 (£ 52,115, $66,238)","€ 3,150,000 (£ 2,709,978, $3,444,401)",
Lyon,Sinaly Diomande,CIV,DF,21.0,"€ 11,731 (£ 10,092, $12,827)","€ 610,000 (£ 524,789, $667,011)",Unverified estimation
Bournemouth,Siriki Dembélé,CIV,"FW,MF",25.0,"£ 8,000 (€ 9,299, $10,168)","£ 416,000 (€ 483,546, $528,739)",Unverified estimation
Lorient,Siriné Doucouré,MLI,FW,20.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Angers,Sofiane Boufal,MAR,"MF,FW",28.0,"€ 34,615 (£ 29,780, $37,851)","€ 1,800,000 (£ 1,548,559, $1,968,229)",
Nice,Sofiane Diop,MAR,"MF,FW",22.0,"€ 19,615 (£ 16,875, $21,449)","€ 1,020,000 (£ 877,517, $1,115,330)",Unverified estimation
Fiorentina,Sofyan Amrabat,MAR,MF,25.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",
Brighton,Solly March,ENG,MF,28.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Tottenham Hotspur,Son Heung-min,KOR,"MF,FW",30.0,"£ 190,000 (€ 220,851, $241,491)","£ 9,880,000 (€ 11,484,227, $12,557,551)",
Cremonese,Soualiho Meïté,FRA,MF,28.0,"€ 39,231 (£ 33,751, $42,897)","€ 2,040,000 (£ 1,755,033, $2,230,660)",
Angers,Souleyman Doumbia,CIV,"DF,MF",25.0,"€ 13,077 (£ 11,250, $14,299)","€ 680,000 (£ 585,011, $743,553)",Unverified estimation
Clermont Foot,Souleymane Cissé,FRA,DF,19.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Marseille,Souleymane Touré,FRA,DF,19.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Dortmund,Soumaïla Coulibaly,FRA,DF,18.0,"€ 20,192 (£ 17,372, $22,080)","€ 1,050,000 (£ 903,326, $1,148,134)",Unverified estimation
Monaco,Soungoutou Magassa,FRA,MF,18.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Almería,Srđan Babić,SRB,DF,26.0,"€ 2,981 (£ 2,564, $3,259)","€ 155,000 (£ 133,348, $169,486)",Unverified estimation
Napoli,Stanislav Lobotka,SVK,MF,27.0,"€ 69,038 (£ 59,395, $75,491)","€ 3,590,000 (£ 3,088,514, $3,925,524)",
Hoffenheim,Stanley N'Soki,FRA,DF,23.0,"€ 21,923 (£ 18,861, $23,972)","€ 1,140,000 (£ 980,754, $1,246,545)",Unverified estimation
Liverpool,Stefan Bajcetic,ESP,MF,17.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",Unverified estimation
Mainz 05,Stefan Bell,GER,DF,30.0,"€ 34,615 (£ 29,780, $37,851)","€ 1,800,000 (£ 1,548,559, $1,968,229)",
Gladbach,Stefan Lainer,AUT,"DF,MF",29.0,"€ 44,231 (£ 38,052, $48,365)","€ 2,300,000 (£ 1,978,714, $2,514,959)",Unverified estimation
Getafe,Stefan Mitrović,SRB,DF,32.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Manchester City,Stefan Ortega,GER,GK,29.0,"£ 55,000 (€ 63,930, $69,905)","£ 2,860,000 (€ 3,324,382, $3,635,081)",
Bologna,Stefan Posch,AUT,DF,25.0,"€ 19,231 (£ 16,544, $21,028)","€ 1,000,000 (£ 860,310, $1,093,461)",Unverified estimation
Atlético Madrid,Stefan Savić,MNE,DF,31.0,"€ 86,538 (£ 74,450, $94,626)","€ 4,500,000 (£ 3,871,397, $4,920,573)",
Inter,Stefan de Vrij,NED,DF,30.0,"€ 135,385 (£ 116,473, $148,038)","€ 7,040,000 (£ 6,056,585, $7,697,963)",
Monza,Stefano Sensi,ITA,MF,26.0,"€ 71,154 (£ 61,214, $77,804)","€ 3,700,000 (£ 3,183,148, $4,045,804)",
Köln,Steffen Tigges,GER,FW,24.0,"€ 12,692 (£ 10,919, $13,879)","€ 660,000 (£ 567,805, $721,684)",Unverified estimation
Roma,Stephan El Shaarawy,ITA,MF,29.0,"€ 124,615 (£ 107,208, $136,262)","€ 6,480,000 (£ 5,574,811, $7,085,625)",
Montpellier,Stephy Mavididi,ENG,"MF,FW",24.0,"€ 9,615 (£ 8,272, $10,514)","€ 500,000 (£ 430,155, $546,730)",Unverified estimation
Hertha BSC,Stevan Jovetić,MNE,FW,32.0,"€ 25,192 (£ 21,673, $27,547)","€ 1,310,000 (£ 1,127,007, $1,432,433)",Unverified estimation
Nottingham Forest,Steve Cook,ENG,DF,31.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",Unverified estimation
Rennes,Steve Mandanda,FRA,GK,37.0,"€ 125,962 (£ 108,366, $137,734)","€ 6,550,000 (£ 5,635,033, $7,162,167)",
Brest,Steve Mounié,BEN,FW,27.0,"€ 16,154 (£ 13,897, $17,664)","€ 840,000 (£ 722,661, $918,507)",
Lens,Steven Fortes,CPV,DF,30.0,"€ 5,962 (£ 5,129, $6,519)","€ 310,000 (£ 266,696, $338,973)",Unverified estimation
Toulouse,Stijn Spierings,NED,MF,26.0,"€ 3,077 (£ 2,647, $3,365)","€ 160,000 (£ 137,650, $174,954)",Unverified estimation
Rayo Vallecano,Stole Dimitrievski,MKD,GK,28.0,"€ 12,692 (£ 10,919, $13,879)","€ 660,000 (£ 567,805, $721,684)",
Southampton,Stuart Armstrong,SCO,MF,30.0,"£ 65,000 (€ 75,554, $82,615)","£ 3,380,000 (€ 3,928,815, $4,296,004)",Unverified estimation
Leeds United,Stuart Dallas,NIR,,31.0,"£ 45,000 (€ 52,307, $57,195)","£ 2,340,000 (€ 2,719,949, $2,974,157)",
Lorient,Stéphane Diarra,FRA,"MF,FW",23.0,"€ 4,231 (£ 3,640, $4,626)","€ 220,000 (£ 189,268, $240,561)",Unverified estimation
Hertha BSC,Suat Serdar,GER,MF,25.0,"€ 60,192 (£ 51,784, $65,818)","€ 3,130,000 (£ 2,692,771, $3,422,532)",Unverified estimation
Sevilla,Suso,ESP,"MF,FW",28.0,"€ 53,846 (£ 46,324, $58,879)","€ 2,800,000 (£ 2,408,869, $3,061,690)",Unverified estimation
Newcastle United,Sven Botman,NED,DF,22.0,"£ 90,000 (€ 104,613, $114,391)","£ 4,680,000 (€ 5,439,897, $5,948,314)",
Union Berlin,Sven Michel,GER,FW,32.0,"€ 7,692 (£ 6,618, $8,411)","€ 400,000 (£ 344,124, $437,384)",Unverified estimation
Bayern Munich,Sven Ulreich,GER,GK,33.0,"€ 38,462 (£ 33,089, $42,056)","€ 2,000,000 (£ 1,720,621, $2,186,921)",Unverified estimation
Fiorentina,Szymon Żurkowski,POL,MF,24.0,"€ 17,885 (£ 15,386, $19,556)","€ 930,000 (£ 800,089, $1,016,918)",
Everton,Séamus Coleman,IRL,"DF,MF",33.0,"£ 55,000 (€ 63,930, $69,905)","£ 2,860,000 (€ 3,324,382, $3,635,081)",Unverified estimation
Nantes,Sébastien Corchia,FRA,"DF,MF",31.0,"€ 17,308 (£ 14,890, $18,925)","€ 900,000 (£ 774,279, $984,115)",
Dortmund,Sébastien Haller,CIV,FW,28.0,"€ 211,538 (£ 181,989, $231,309)","€ 11,000,000 (£ 9,463,414, $12,028,067)",
Nottingham Forest,Taiwo Awoniyi,NGA,FW,24.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Real Sociedad,Takefusa Kubo,JPN,"FW,MF",21.0,"€ 38,462 (£ 33,089, $42,056)","€ 2,000,000 (£ 1,720,621, $2,186,921)",Unverified estimation
Arsenal,Takehiro Tomiyasu,JPN,DF,23.0,"£ 55,000 (€ 63,930, $69,905)","£ 2,860,000 (€ 3,324,382, $3,635,081)",
Bochum,Takuma Asano,JPN,"MF,FW",27.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Monaco,Takumi Minamino,JPN,"MF,FW",27.0,"€ 88,462 (£ 76,104, $96,729)","€ 4,600,000 (£ 3,957,428, $5,029,919)",Unverified estimation
Roma,Tammy Abraham,ENG,FW,24.0,"€ 110,962 (£ 95,461, $121,332)","€ 5,770,000 (£ 4,963,991, $6,309,268)",
Stuttgart,Tanguy Coulibaly,FRA,MF,21.0,"€ 3,846 (£ 3,309, $4,206)","€ 200,000 (£ 172,062, $218,692)",Unverified estimation
Napoli,Tanguy Ndombele,FRA,MF,25.0,"€ 61,731 (£ 53,108, $67,500)","€ 3,210,000 (£ 2,761,596, $3,510,009)",
Sevilla,Tanguy Nianzou,FRA,DF,20.0,"€ 80,192 (£ 68,990, $87,687)","€ 4,170,000 (£ 3,587,494, $4,559,731)",
Brighton,Tariq Lamptey,GHA,"DF,MF",21.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",
Bochum,Tarsis Bonga,GER,"FW,MF",25.0,"€ 3,846 (£ 3,309, $4,206)","€ 200,000 (£ 172,062, $218,692)",Unverified estimation
Brest,Taïryk Arconte,FRA,FW,18.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Lorient,Teddy Bartouche-Selbonne,GLP,GK,25.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Nice,Teddy Boulhendi,FRA,GK,21.0,"€ 385 (£ 331, $421)","€ 20,000 (£ 17,206, $21,869)",Unverified estimation
Manchester Utd,Teden Mengi,ENG,,20.0,"£ 5,000 (€ 5,812, $6,355)","£ 260,000 (€ 302,217, $330,462)",Unverified estimation
Sampdoria,Telasco Segovia,VEN,MF,19.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Lorient,Terem Moffi,NGA,FW,23.0,"€ 17,308 (£ 14,890, $18,925)","€ 900,000 (£ 774,279, $984,115)",
Elche,Tete Morente,ESP,"MF,FW",25.0,"€ 5,577 (£ 4,798, $6,098)","€ 290,000 (£ 249,490, $317,104)",Unverified estimation
Leicester City,Tetê,BRA,"MF,FW",22.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Atalanta,Teun Koopmeiners,NED,MF,24.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",
Cádiz,Theo Bongonda,COD,MF,26.0,"€ 23,077 (£ 19,853, $25,234)","€ 1,200,000 (£ 1,032,372, $1,312,153)",Unverified estimation
Milan,Theo Hernández,FRA,DF,24.0,"€ 98,654 (£ 84,873, $107,874)","€ 5,130,000 (£ 4,413,392, $5,609,453)",
Southampton,Theo Walcott,ENG,"MF,FW",33.0,"£ 75,000 (€ 87,178, $95,326)","£ 3,900,000 (€ 4,533,248, $4,956,928)",
Toulouse,Theocharis Tsingaras,GRE,MF,21.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Liverpool,Thiago Alcántara,ESP,MF,31.0,"£ 200,000 (€ 232,474, $254,201)","£ 10,400,000 (€ 12,088,660, $13,218,475)",
Lyon,Thiago Mendes,BRA,"MF,DF",30.0,"€ 69,231 (£ 59,560, $75,701)","€ 3,600,000 (£ 3,097,117, $3,936,458)",
Chelsea,Thiago Silva,BRA,DF,37.0,"£ 110,000 (€ 127,861, $139,811)","£ 5,720,000 (€ 6,648,763, $7,270,161)",
Reims,Thibault De Smet,BEL,DF,24.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Montpellier,Thibault Tamas,FRA,DF,21.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Real Madrid,Thibaut Courtois,BEL,GK,30.0,"€ 288,462 (£ 248,166, $315,421)","€ 15,000,000 (£ 12,904,655, $16,401,909)",
Troyes,Thierno Balde,FRA,"MF,DF",20.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Valencia,Thierry Correia,POR,DF,23.0,"€ 35,385 (£ 30,442, $38,692)","€ 1,840,000 (£ 1,582,971, $2,011,968)",Unverified estimation
Toulouse,Thijs Dallinga,NED,FW,21.0,"€ 2,308 (£ 1,985, $2,523)","€ 120,000 (£ 103,237, $131,215)",Unverified estimation
West Ham United,Thilo Kehrer,GER,DF,25.0,"£ 80,000 (€ 92,990, $101,681)","£ 4,160,000 (€ 4,835,464, $5,287,390)",
Strasbourg,Thomas Delaine,FRA,MF,30.0,"€ 10,000 (£ 8,603, $10,935)","€ 520,000 (£ 447,361, $568,600)",Unverified estimation
Sevilla,Thomas Delaney,DEN,MF,30.0,"€ 66,731 (£ 57,409, $72,967)","€ 3,470,000 (£ 2,985,277, $3,794,308)",Unverified estimation
Monaco,Thomas Didillon,FRA,GK,26.0,"€ 6,538 (£ 5,625, $7,150)","€ 340,000 (£ 292,506, $371,777)",Unverified estimation
Reims,Thomas Foket,BEL,DF,27.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",
Hellas Verona,Thomas Henry,FRA,FW,27.0,"€ 19,808 (£ 17,041, $21,659)","€ 1,030,000 (£ 886,120, $1,126,264)",Unverified estimation
Toulouse,Thomas Himeur,FRA,GK,21.0,"€ 385 (£ 331, $421)","€ 20,000 (£ 17,206, $21,869)",Unverified estimation
Stuttgart,Thomas Kastanaras,GRE,MF,19.0,"€ 6,346 (£ 5,460, $6,939)","€ 330,000 (£ 283,902, $360,842)",Unverified estimation
Atlético Madrid,Thomas Lemar,FRA,MF,26.0,"€ 62,500 (£ 53,769, $68,341)","€ 3,250,000 (£ 2,796,009, $3,553,747)",
Ajaccio,Thomas Mangani,FRA,MF,35.0,"€ 11,538 (£ 9,927, $12,617)","€ 600,000 (£ 516,186, $656,076)",Unverified estimation
Dortmund,Thomas Meunier,BEL,DF,30.0,"€ 192,308 (£ 165,444, $210,281)","€ 10,000,000 (£ 8,603,104, $10,934,606)",Unverified estimation
Bayern Munich,Thomas Müller,GER,MF,32.0,"€ 394,231 (£ 339,161, $431,076)","€ 20,500,000 (£ 17,636,362, $22,415,942)",
Schalke 04,Thomas Ouwejan,NED,"DF,MF",25.0,"€ 14,423 (£ 12,408, $15,771)","€ 750,000 (£ 645,233, $820,095)",
Arsenal,Thomas Partey,GHA,MF,29.0,"£ 200,000 (€ 232,474, $254,201)","£ 10,400,000 (€ 12,088,660, $13,218,475)",
Brentford,Thomas Strakosha,ALB,GK,27.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Dortmund,Thorgan Hazard,BEL,"MF,DF",29.0,"€ 30,769 (£ 26,471, $33,645)","€ 1,600,000 (£ 1,376,497, $1,749,537)",
Angers,Théo Borne,FRA,GK,20.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Auxerre,Théo De Percin,MTQ,GK,21.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Lorient,Théo Le Bris,FRA,"MF,DF",19.0,"€ 3,462 (£ 2,978, $3,785)","€ 180,000 (£ 154,856, $196,823)",Unverified estimation
Auxerre,Théo Pellenard,FRA,DF,28.0,"€ 8,462 (£ 7,280, $9,252)","€ 440,000 (£ 378,537, $481,123)",Unverified estimation
Montpellier,Théo Sainte-Luce,FRA,DF,23.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Lille,Tiago Djaló,POR,DF,22.0,"€ 6,346 (£ 5,460, $6,939)","€ 330,000 (£ 283,902, $360,842)",Unverified estimation
Stuttgart,Tiago Tomás,POR,"FW,MF",20.0,"€ 2,308 (£ 1,985, $2,523)","€ 120,000 (£ 103,237, $131,215)",Unverified estimation
Milan,Tiemoué Bakayoko,FRA,MF,27.0,"€ 89,038 (£ 76,601, $97,360)","€ 4,630,000 (£ 3,983,237, $5,062,723)",
Köln,Tim Lemperle,GER,FW,20.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Union Berlin,Tim Maciejewski,GER,MF,21.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",Unverified estimation
Bochum,Tim Oermann,GER,DF,18.0,"€ 5,192 (£ 4,467, $5,678)","€ 270,000 (£ 232,284, $295,234)",Unverified estimation
Fulham,Tim Ream,USA,DF,34.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",Unverified estimation
Union Berlin,Tim Skarke,GER,"FW,MF",25.0,"€ 8,077 (£ 6,949, $8,832)","€ 420,000 (£ 361,330, $459,253)",Unverified estimation
Union Berlin,Timo Baumgartl,GER,DF,26.0,"€ 28,269 (£ 24,320, $30,911)","€ 1,470,000 (£ 1,264,656, $1,607,387)",Unverified estimation
Köln,Timo Horn,GER,GK,29.0,"€ 48,077 (£ 41,361, $52,570)","€ 2,500,000 (£ 2,150,776, $2,733,652)",Unverified estimation
Köln,Timo Hübers,GER,DF,26.0,"€ 3,846 (£ 3,309, $4,206)","€ 200,000 (£ 172,062, $218,692)",Unverified estimation
RB Leipzig,Timo Schlieck,GER,GK,16.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
RB Leipzig,Timo Werner,GER,"MF,FW",26.0,"€ 192,308 (£ 165,444, $210,281)","€ 10,000,000 (£ 8,603,104, $10,934,606)",
Paris Saint-Germain,Timothee Pembele,FRA,DF,19.0,"€ 6,154 (£ 5,294, $6,729)","€ 320,000 (£ 275,299, $349,907)",Unverified estimation
Leicester City,Timothy Castagne,BEL,"DF,MF",26.0,"£ 65,000 (€ 75,554, $82,615)","£ 3,380,000 (€ 3,928,815, $4,296,004)",
Eintracht Frankfurt,Timothy Chandler,USA,"DF,MF",32.0,"€ 26,923 (£ 23,162, $29,439)","€ 1,400,000 (£ 1,204,434, $1,530,845)",Unverified estimation
Leverkusen,Timothy Fosu-Mensah,NED,DF,24.0,"€ 17,308 (£ 14,890, $18,925)","€ 900,000 (£ 774,279, $984,115)",Unverified estimation
Lille,Timothy Weah,USA,"DF,MF",22.0,"€ 13,462 (£ 11,581, $14,720)","€ 700,000 (£ 602,217, $765,422)",Unverified estimation
Reims,Timothée Nkada,FRA,CF,23.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Mallorca,Tino Kadewere,ZIM,"FW,MF",26.0,"€ 20,769 (£ 17,868, $22,710)","€ 1,080,000 (£ 929,135, $1,180,937)",
Spezia,Tio Cipot,SVN,MF,19.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",Unverified estimation
Hertha BSC,Tjark Ernst,GER,GK,19.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Schalke 04,Tobias Mohr,GER,"DF,MF",26.0,"€ 14,423 (£ 12,408, $15,771)","€ 750,000 (£ 645,233, $820,095)",Unverified estimation
